danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,genre,song_name,title
0.665,0.961,-6.469,0.0519,0.0191,0.693,0.355,0.96,0.6083,0.1648,0,Root,Null
0.496,0.987,-3.974,0.0513,0.0006,0.877,0.0382,0.24,0.6354,0.2544,10,Null,Top Trance Songs EVER
0.545,0.98,-6.148,0.0717,0.0,0.709,0.0934,0.314,0.681,0.5074,11,Null,Psytrance New Releases 2020
0.417,0.983,-8.171,0.0485,0.0001,0.892,0.0771,0.0893,0.6264,0.2629,10,Null,Top Trance Songs EVER
0.509,0.814,-4.906,0.0374,0.0006,0.583,0.324,0.101,0.681,0.1717,0,stars,Null
0.724,0.541,-12.127,0.0579,0.517,0.0024,0.105,0.181,0.5021,0.1151,0,HauntedHouse,Null
0.917,0.638,-4.898,0.0613,0.812,0.0,0.108,0.376,0.563,0.1698,1,Flapjack Freestyle,Null
0.767,0.864,-1.847,0.133,0.0116,0.0,0.0957,0.747,0.776,0.2825,7,You Don't Know,Null
0.555,0.943,-4.441,0.0415,0.0001,0.0197,0.0997,0.602,0.7944,0.3136,13,Null,UKF Drum & Bass - All Uploads
0.498,0.884,-10.065,0.045,0.0003,0.586,0.225,0.233,0.6289,0.2278,10,Null,State if Trance (The best ASOT Epsidoes)
0.715,0.319,-15.656,0.0396,0.408,0.877,0.135,0.0738,0.5448,0.184,0,Canyon Crypt,Null
0.678,0.863,-3.994,0.304,0.174,0.0,0.0632,0.629,0.8427,0.2561,1,The People's Champ,Null
0.692,0.85,-8.605,0.0639,0.0919,0.0,0.353,0.188,0.5583,0.3332,9,Null,techno. only. (08/02)
0.86,0.918,-6.1,0.0542,0.0754,0.808,0.126,0.418,0.5629,0.2374,8,Null,Dirtybird Players
0.641,0.581,-11.528,0.0291,0.0609,0.253,0.166,0.0559,0.917,0.2539,2,Cry,Null
0.889,0.503,-9.656,0.0605,0.0088,0.839,0.0898,0.325,0.5628,0.3932,8,Null,Dirtybird Players
0.515,0.967,-5.06,0.127,0.0009,0.83,0.075,0.0922,0.6815,0.3154,12,Null,Lost Lands 2019
0.537,0.949,-6.027,0.0651,0.0009,0.906,0.0962,0.201,0.6264,0.5148,10,Null,Uplifting Trance.
0.585,0.721,-4.805,0.23,0.164,0.0,0.232,0.802,0.7131,0.2181,7,(NYB) Need Your Best,Null
0.736,0.948,-8.588,0.0728,0.0005,0.828,0.0554,0.933,0.5721,0.4124,9,Null,True Techno
0.61,0.9,-7.812,0.0438,0.0003,0.7,0.761,0.167,0.6901,0.4773,11,Null,Psytrance New Releases 2020
0.825,0.635,-4.917,0.104,0.168,0.0,0.119,0.462,0.7262,0.1053,1,Zebra,Null
0.575,0.958,-2.649,0.089,0.0041,0.222,0.0998,0.24,0.7943,0.2936,13,Null,Drum and Bass 2020
0.232,0.873,-11.728,0.0585,0.0003,0.811,0.188,0.152,0.5994,0.223,10,Null,State if Trance (The best ASOT Epsidoes)
0.396,0.72,-3.854,0.0311,0.0008,0.0,0.24,0.289,0.6906,0.2379,3,The Life,Null
0.351,0.931,-6.598,0.0579,0.0001,0.291,0.635,0.0668,0.7889,0.2568,13,Null,Drum and Bass 2020 (Drum & Bass Music - DNB Hits)
0.441,0.992,-4.237,0.0535,0.0285,0.278,0.632,0.472,0.6356,0.2553,10,Null,Vocal Melodic Trance Top 1000
0.788,0.981,-7.36,0.133,0.01,0.714,0.669,0.338,0.6128,0.3738,9,Null,Dark Techno Rave
0.755,0.53,-13.125,0.142,0.427,0.0,0.108,0.701,0.6407,0.1515,7,Snake Oil,Null
0.611,0.979,-1.557,0.17,0.0326,0.706,0.0885,0.81,0.7265,0.1092,2,D.I.E,Null
0.368,0.23,-11.787,0.0361,0.947,0.0015,0.111,0.186,0.6106,0.2486,3,I'm In Here - Piano/Vocal Version,Null
0.543,0.935,-4.219,0.035,0.0008,0.0422,0.0605,0.113,0.6355,0.2028,10,Null,Vocal Melodic Trance Top 1000
0.904,0.492,-9.657,0.155,0.0012,0.364,0.125,0.257,0.6808,0.2445,1,Someone Said,Null
0.569,0.945,-6.554,0.0482,0.0,0.672,0.606,0.1,0.6492,0.5262,11,Null,PSYTRANCE BANGERS best new 2020
0.564,0.835,-12.023,0.0379,0.0001,0.827,0.129,0.734,0.5993,0.2432,10,Null,Top Trance Songs EVER
0.588,0.936,-3.341,0.167,0.0799,0.12,0.0977,0.523,0.6812,0.2562,12,Null,I'm a fucking Headbanger
0.505,0.922,-3.125,0.352,0.0004,0.837,0.242,0.477,0.7714,0.1133,2,Misfortune,Null
0.65,0.929,-0.522,0.304,0.0069,0.0,0.377,0.445,0.6361,0.2863,12,Null,Trap and Bass
0.712,0.759,-5.397,0.334,0.016,0.0808,0.217,0.738,0.7182,0.2731,7,Yonkers,Null
0.606,0.952,-2.158,0.193,0.0005,0.0381,0.917,0.07,0.6807,0.2471,12,Null,HEADBANGERS:Dubstep/Riddim
0.546,0.764,-7.105,0.194,0.145,0.0124,0.295,0.167,0.4994,0.5636,3,Dear Jamie...Sincerely Me - EP Version,Null
0.655,0.87,-6.32,0.052,0.0001,0.682,0.919,0.36,0.6718,0.4411,11,Null,Psytrance Can
0.46,0.936,-5.688,0.0475,0.0004,0.224,0.3,0.0384,0.6352,0.1936,10,Null,Top Trance Songs EVER
0.477,0.868,-5.425,0.0369,0.0032,0.513,0.0966,0.567,0.7898,0.3183,13,Null,UKF Drum & Bass - All Uploads
0.729,0.807,-7.324,0.0605,0.0057,0.658,0.0901,0.324,0.5992,0.3525,10,Null,Top Trance Songs EVER
0.665,0.817,-4.991,0.336,0.502,0.0009,0.0832,0.371,0.7744,0.2876,1,Drugs In My Pocket,Null
0.878,0.697,-9.943,0.277,0.0128,0.0003,0.136,0.771,0.7496,0.1473,1,Grindstone Cowboy,Null
0.687,0.996,-3.784,0.0504,0.0001,0.793,0.108,0.654,0.5902,0.4985,9,Null,techno. only. (08/02)
0.514,0.954,-1.777,0.0453,0.0019,0.887,0.0832,0.334,0.7897,0.3067,13,Null,Liqduicity Drum & Bass
0.924,0.526,-8.694,0.0694,0.0375,0.0001,0.0836,0.423,0.6579,0.1316,1,Meet Whitney!,Null
0.59,0.698,-4.262,0.0286,0.0002,0.0,0.107,0.352,0.8714,0.2454,5,Hey Daddy (Daddy's Home),Null
0.654,0.75,-7.509,0.105,0.244,0.0178,0.167,0.557,0.8423,0.2985,7,No Church In The Wild,Null
0.48,0.61,-7.042,0.305,0.0456,0.0,0.313,0.297,0.8174,0.28,1,911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),Null
0.706,0.716,-11.347,0.0679,0.0002,0.87,0.1,0.325,0.6719,0.547,11,Null,Psytrance: From Full on to Forrest Trance
0.401,0.995,-3.91,0.0515,0.0161,0.791,0.119,0.497,0.6263,0.2286,10,Null,Uplifting | Trance
0.8,0.871,-4.47,0.0551,0.0078,0.0153,0.148,0.42,0.554,0.1508,2,The Blood Ministration Does Not Praise the Sun,Null
0.528,0.749,-9.742,0.152,0.0048,0.576,0.107,0.346,0.5719,0.4255,9,Null,Dark Techno Rave
0.382,0.976,-4.424,0.127,0.0,0.273,0.113,0.0348,0.6358,0.1953,10,Null,Top Trance Songs EVER
0.862,0.648,-7.401,0.251,0.0455,0.0,0.0332,0.637,0.8898,0.258,7,How We Do,Null
0.877,0.534,-6.178,0.15,0.0339,0.0,0.0441,0.89,0.491,0.2164,7,Miami,Null
0.708,0.509,-4.451,0.0959,0.111,0.0,0.325,0.212,0.6174,0.204,2,Gold ('99-2000),Null
0.339,0.297,-13.893,0.043,0.139,0.743,0.13,0.162,0.9685,0.2948,0,Save That Shit (You Coundn't),Null
0.743,0.476,-8.915,0.217,0.011,0.0,0.293,0.177,0.6179,0.2146,1,Run It Up,Null
0.501,0.894,-3.624,0.26,0.0049,0.0213,0.076,0.172,0.7037,0.276,14,Null,Greatest Hardstyle Playlist
0.837,0.995,-6.511,0.0653,0.0415,0.849,0.0726,0.766,0.5584,0.4107,8,Null,Tech House Essentials by Distortion
0.53,0.946,-3.167,0.249,0.0103,0.0,0.38,0.492,0.5906,0.1397,2,Stayawayfromme,Null
0.532,0.899,-9.303,0.0465,0.0003,0.885,0.043,0.224,0.6445,0.5547,11,Null,PSYTRANCE BANGERS best new 2020
0.907,0.637,-5.498,0.117,0.0713,0.0,0.0816,0.496,0.5902,0.1946,5,Kept Back (feat. Lil Pump) - Bonus Track Version,Null
0.833,0.556,-6.429,0.0812,0.0015,0.0,0.114,0.0392,0.6044,0.1666,2,Ashes Where I Walk,Null
0.59,0.975,-1.477,0.08,0.0004,0.0151,0.415,0.237,0.6809,0.2576,12,Null,HEADBANGERS:Dubstep/Riddim
0.608,0.59,-12.1,0.752,0.44,0.0,0.327,0.907,0.798,0.142,7,98 Freestyle,Null
0.778,0.864,-9.741,0.0413,0.0072,0.895,0.0952,0.0275,0.572,0.4382,9,Null,Techno Bunker
0.461,0.0279,-21.992,0.0412,0.973,0.0023,0.169,0.354,0.8025,0.0951,7,Dead Inside (Interlude),Null
0.749,0.34,-9.646,0.421,0.406,0.0,0.0939,0.412,0.6897,0.2075,5,No Co-Sign,Null
0.496,0.931,-3.476,0.036,0.045,0.0004,0.187,0.286,0.681,0.2716,14,Null,Euphoric Hardstyle
0.725,0.727,-4.493,0.0443,0.0846,0.0,0.157,0.436,0.6444,0.1648,5,In Your Phone (with Lauren Jauregui),Null
0.701,0.431,-6.867,0.399,0.0534,0.0,0.556,0.495,0.8916,0.3554,7,Wrong Or Right (I'm Tired) (feat. Bzr Royale),Null
0.777,0.877,-8.664,0.0731,0.0005,0.868,0.0865,0.329,0.5583,0.4019,8,Null,Dirtybird Players
0.818,0.871,-5.922,0.0536,0.0018,0.726,0.0681,0.534,0.5675,0.3762,8,Null,Dirtybird House
0.574,0.427,-6.826,0.229,0.651,0.0,0.11,0.23,0.944,0.2422,1,Rollin,Null
0.83,0.564,-7.822,0.235,0.177,0.0,0.128,0.107,0.7721,0.1423,1,ORANGE SODA,Null
0.481,0.914,-8.999,0.0465,0.0001,0.854,0.347,0.152,0.6673,0.4952,11,Null,Psytrance: From Full on to Forrest Trance
0.658,0.981,-2.503,0.231,0.0104,0.0818,0.687,0.182,0.6808,0.2474,12,Null,Headbangers:Dubstep/Riddim
0.689,0.658,-7.537,0.748,0.0794,0.0,0.235,0.689,0.8994,0.1901,1,Cash App,Null
0.804,0.93,-4.871,0.0753,0.0044,0.696,0.103,0.567,0.5719,0.2385,8,Null,Dirtybird//Techhouse by Mack\
0.774,0.559,-7.142,0.0406,0.0062,0.0,0.0736,0.194,0.5906,0.18,2,Kratos,Null
0.635,0.968,-2.477,0.265,0.001,0.365,0.169,0.237,0.6809,0.2629,12,Null,HEADBANGERS:Dubstep/Riddim
0.433,0.994,-5.164,0.0927,0.002,0.413,0.0636,0.164,0.6355,0.4548,10,Null,UPLIFTING TRANCE 2020
0.836,0.743,-3.314,0.326,0.0457,0.0001,0.0395,0.879,0.7736,0.2731,7,P.I.M.P.,Null
0.828,0.793,-6.7,0.0868,0.0001,0.835,0.127,0.318,0.5811,0.5003,9,Null,Techno Bunker
0.846,0.88,-6.182,0.0505,0.0075,0.033,0.107,0.581,0.5766,0.1987,8,Null,Tech House Rotation 2020
